Type,SKU,Name,Brand,Published,Is featured?,Visibility in catalog,Description,In stock?,Allow customer reviews?,Categories,Tags,images,Parent,Position,,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Regular Price,Sale Price,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global,Attribute 27 name,Attribute 27 value(s),Attribute 27 visible,Attribute 27 global,Attribute 28 name,Attribute 28 value(s),Attribute 28 visible,Attribute 28 global,Attribute 29 name,Attribute 29 value(s),Attribute 29 visible,Attribute 29 global,Attribute 30 name,Attribute 30 value(s),Attribute 30 visible,Attribute 30 global,Attribute 31 name,Attribute 31 value(s),Attribute 31 visible,Attribute 31 global,Attribute 32 name,Attribute 32 value(s),Attribute 32 visible,Attribute 32 global,Attribute 33 name,Attribute 33 value(s),Attribute 33 visible,Attribute 33 global
variation,BBS579-white-verona-38,Trpezarijska stolica DRINA-white-verona-38,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Dining-chair-DRINA-White-Verona-38.jpg,BBS579,0,,Choose Option,white-verona-38,1,1,8790,7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,BBS579-white-verona-64,Trpezarijska stolica DRINA-white-verona-64,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Dining-chair-DRINA-White-Verona-64.jpg,BBS579,1,,Choose Option,white-verona-64,1,1,8790,7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,BBS579-white-verona-736,Trpezarijska stolica DRINA-white-verona-736,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2019/03/Dining-chair-DRINA-White-Verona-736.jpg,BBS579,2,,Choose Option,white-verona-736,1,1,8790,7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,BBS579-white-verona-757,Trpezarijska stolica DRINA-white-verona-757,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/11/DRINA-White-Verona-757.jpg,BBS579,3,,Choose Option,white-verona-757,1,1,8790,7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,BBS579-dark-oak-verona-24,Trpezarijska stolica DRINA-dark-oak-verona-24,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Dining-chair-DRINA-Dark-Oak-Verona-24.jpg,BBS579,4,,Choose Option,dark-oak-verona-24,1,1,8790,7911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,FIS016,Trpezarijska stolica LEONA,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><div class=""row""><div class=""col-md-6""><div class=""product-description-block"">Trpezarijska stolica Leona je stolica klasičnog dizajna izrađena od masiva. Zbog malih dimenzija lako će naći primenu u svakom domu. Izbor drveta i štofa vam omogućava da je savršeno prilagodite vašoj trpezariji.</div></div></div></div>",1,1,Trpezarije>Trpezarijske stolice,"Trpezarije,Trpezarijske stolice","https://matis.rs/wp-content/uploads/2018/08/Dining-chair-LEONA-White.jpg,https://matis.rs/wp-content/uploads/2018/08/Dining-chair-LEONA-Wenge.jpg",,,https://matis.rs/product/trpezarijska-stolica-leona/,Choose Option,white|wenge,1,1,,,Težina,-,1,1,Širina (cm):,45,1,1,Dubina (cm):,41,1,1,Visina (cm):,96,1,1,Materijal konstrukcije:,Puno drvo,1,1,Materijal sedišta:,Štof,1,1,Materijal naslona:,Puno drvo,1,1,Dezen:,"Belo, Wenge",1,1,Vrsta artikla:,Trpezarijska stolica,1,1,Proizvođač:,Matis Group,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FIS016-white,Trpezarijska stolica LEONA-white,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Dining-chair-LEONA-White.jpg,FIS016,0,,Choose Option,white,1,1,5490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FIS016-wenge,Trpezarijska stolica LEONA-wenge,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Dining-chair-LEONA-Wenge.jpg,FIS016,1,,Choose Option,wenge,1,1,5490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,CON 001,Trosed MALFAS,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Trosed Malfas je trosed modernog dizajna, izrađen u više dezena štofa pa se lako može uklopiti u svaki enterijer. Brojni jastuci kojima je obložen daće vašem telu potreban komfor nakon napornog dana. Za nekoliko sekundi može se transformisati u ležaj sa spavanje. Veoma je prijatnog i modernog dizajna blagih linija i oplemeniće svaku vašu prostoriju. Idealan je za sve koji vole dugo odmaranje i savršenu udobnost.</p><p> </p></div>",1,1,Garniture i kožne garniture>Trosedi,"Garniture i kožne garniture,Trosedi","https://matis.rs/wp-content/uploads/2018/08/Malfas-trosed-bez.jpg,https://matis.rs/wp-content/uploads/2018/08/Malfas-trosed-braon.jpg,https://matis.rs/wp-content/uploads/2018/08/Malfas-trosed-sivi.jpg,https://matis.rs/wp-content/uploads/2018/08/Malfas-trosed-tirkiz.jpg,https://matis.rs/wp-content/uploads/2021/06/Trosed-Malfas-bez-rasklopljen.jpg,https://matis.rs/wp-content/uploads/2018/08/Trosed-Malfas-braon-rasklopljen.jpg",,,https://matis.rs/product/trosed-malfas/,Choose Option,malfas-cloth-beige|malfas-cloth-brown|malfas-cloth-blue|malfas-cloth-grey,1,1,,,Širina (cm):,204,1,1,Dubina (cm):,92,1,1,Visina (cm):,93,1,1,Visina sedišta (cm):,40,1,1,Dubina sedišta (cm):,57,1,1,Materijal sedišta:,Štof,1,1,Materijal naslona:,Štof,1,1,Materijal ispune:,Val opruge,1,1,Materijal konstrukcije:,"Puno drvo, Univer",1,1,Materijal nogara:,PVC,1,1,Funkcija razvlačenja:,DA,1,1,Mehanizam rasklapanja:,Sofa bed,1,1,Funkcija za spavanje:,DA,1,1,Površina za spavanje:,190×140,1,1,Kutija za posteljinu:,NE,1,1,Vrsta artikla:,Trosed,1,1,Dezen:,"Malfas-Štof-Bež, Malfas-Štof-Braon, Malfas-Štof-Plavo, Malfas-Štof-Sivo",1,1,Proizvođač:,Matis Group,1,1,Štof karta:,NE,1,1,Broj koleta:,1,1,1,Težina koleta (kg):,1/1: 88 kg,1,1,Dimenzije koleta (ŠxDxV):,1/1: 20x92x93 cm,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,CON 001-malfas-cloth-beige,Trosed MALFAS-malfas-cloth-beige,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Malfas-trosed-bez.jpg,CON 001,0,,Choose Option,malfas-cloth-beige,1,1,68990,62091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,CON 001-malfas-cloth-brown,Trosed MALFAS-malfas-cloth-brown,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Malfas-trosed-braon.jpg,CON 001,1,,Choose Option,malfas-cloth-brown,1,1,68990,62091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,CON 001-malfas-cloth-blue,Trosed MALFAS-malfas-cloth-blue,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Malfas-trosed-tirkiz.jpg,CON 001,2,,Choose Option,malfas-cloth-blue,1,1,68990,62091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,CON 001-malfas-cloth-grey,Trosed MALFAS-malfas-cloth-grey,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Malfas-trosed-sivi.jpg,CON 001,3,,Choose Option,malfas-cloth-grey,1,1,68990,62091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,K2 �F MB2,Konferencijska stolica K-2,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Konferencijska stolica K-2 je stolica jednostavne konstrukcije, sa sedalnim i naslonskim delom tapaciranim u fiberu. Predstavlja vrlo ekonomično i praktično rešenje za vaše poslovne prostore, a kvalitetni materijali pružiće vam neophodnu udobnost.</p></div>",1,1,Kancelarijski i radni nameštaj>Kancelarijske stolice,"Kancelarijski i radni nameštaj,Kancelarijske stolice","https://matis.rs/wp-content/uploads/2018/08/Conference-chair-K-2-Blue-cloth.jpg,https://matis.rs/wp-content/uploads/2018/08/Conference-chair-K-2-Black-fibra.jpg",,,https://matis.rs/product/konferencijska-stolica-k-2/,Choose Option,black|blue,1,1,,,Težina,-,1,1,Širina (cm):,50,1,1,Dubina (cm):,50,1,1,Visina (cm):,82,1,1,Materijal sedišta:,Mikrofiber,1,1,Materijal naslona:,Mikrofiber,1,1,Dezen:,"Crno, Plavo",1,1,Vrsta artikla:,Kancelarijska stolica,1,1,Proizvođač:,Matis Group,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,K2 �F MB2-black,Konferencijska stolica K-2-black,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Conference-chair-K-2-Black-fibra.jpg,K2 �F MB-2,0,,Choose Option,black,1,1,4610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,K2 �F MB2-blue,Konferencijska stolica K-2-blue,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Conference-chair-K-2-Blue-cloth.jpg,K2 �F MB-2,1,,Choose Option,blue,1,1,4610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,FOR202,Daktilo stolica PATRIK,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Daktilo stolica Patrik izuzetno funkcionalna stolica sa bazom koja ima plastične točkiće, liftomat, mehanizam za pomeranje visine i ugla naslona, visoki naslon, plastični rukonaslon. Namenjena je svakodnevnoj upotrebi, na poslu i kod kuće.</p></div>",1,1,Kancelarijski i radni nameštaj>Kancelarijske stolice,"Kancelarijski i radni nameštaj,Kancelarijske stolice",https://matis.rs/wp-content/uploads/2018/08/Office-chair-PATRIK-Blue.jpg,,,https://matis.rs/product/daktilo-stolica-patrik/,Choose Option,black|red|orange|blue|green,1,1,,,Težina,25 kg,1,1,Širina (cm):,57,1,1,Dubina (cm):,57,1,1,Visina (cm):,98-108,1,1,Materijal sedišta:,Štof,1,1,Materijal naslona:,Štof,1,1,Liftomat:,DA,1,1,Vrsta artikla:,Kancelarijska stolica,1,1,Dezen:,"Crno, Crveno, Narandžasto, Plavo, Zeleno",1,1,Proizvođač:,Fortrade,1,1,Zemlja porekla:,Kina,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR202-black,Daktilo stolica PATRIK-black,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Office-chair-PATRIK-Black.jpg,FOR202,0,,Choose Option,black,1,1,11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR202-red,Daktilo stolica PATRIK-red,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Office-chair-PATRIK-Red.jpg,FOR202,1,,Choose Option,red,1,1,11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR202-orange,Daktilo stolica PATRIK-orange,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Office-chair-PATRIK-Orange.jpg,FOR202,2,,Choose Option,orange,1,1,11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR202-blue,Daktilo stolica PATRIK-blue,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Office-chair-PATRIK-Blue.jpg,FOR202,3,,Choose Option,blue,1,1,11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR202-green,Daktilo stolica PATRIK-green,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Office-chair-PATRIK-Green.jpg,FOR202,4,,Choose Option,green,1,1,11690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,A15/MB MB3,Daktilo stolica A-15 MB,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Daktilo stolica A-15 MB je stolica izrađena od plastike, dok su sedalni deo i naslon tapacirani u najkvalitetnijim štofovima, koji se mogu birati po štof karti. Liftomat omogućava podešavanje visine, a točkići da je pomerate u skladu sa vašim potrebama. Svojom anatomskom konstrukcijom pružiće vam potpunu udobnost tokom rada na računaru.</p></div>",1,1,Kancelarijski i radni nameštaj>Kancelarijske stolice,"Kancelarijski i radni nameštaj,Kancelarijske stolice","https://matis.rs/wp-content/uploads/2018/08/Office-chair-A-15-MB.jpg,https://matis.rs/wp-content/uploads/2018/08/Stolica-a-15-mb-crvena.jpg,https://matis.rs/wp-content/uploads/2018/08/Stolica-a-15-mb-plavo.jpg,https://matis.rs/wp-content/uploads/2018/08/Stolica-a-15-mb-sivo.jpg,https://matis.rs/wp-content/uploads/2018/08/Stolica-a15-mb-crno.jpg",,,https://matis.rs/product/daktilo-stolica-a-15-mb/,Choose Option,zuto|black|red|blue|grey,1,1,,,Težina,25 kg,1,1,Širina (cm):,46,1,1,Dubina (cm):,43,1,1,Visina (cm):,105-118,1,1,Materijal sedišta:,Štof,1,1,Materijal naslona:,Štof,1,1,Liftomat:,DA,1,1,Dezen:,"Žuto, Crno, Crveno, Plavo, Sivo",1,1,Vrsta artikla:,Kancelarijska stolica,1,1,Proizvođač:,Matis Group,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,A15/MB MB3-zuto,Daktilo stolica A-15 MB-zuto,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Stolica-a15-mb-zuto.jpg,A15/MB MB-3,0,,Choose Option,zuto,1,1,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,A15/MB MB3-black,Daktilo stolica A-15 MB-black,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Stolica-a-15-mb-sivo.jpg,A15/MB MB-3,1,,Choose Option,black,1,1,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,A15/MB MB3-red,Daktilo stolica A-15 MB-red,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Stolica-a-15-mb-crvena.jpg,A15/MB MB-3,2,,Choose Option,red,1,1,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,A15/MB MB3-blue,Daktilo stolica A-15 MB-blue,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Stolica-a-15-mb-plavo.jpg,A15/MB MB-3,3,,Choose Option,blue,1,1,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,A15/MB MB3-grey,Daktilo stolica A-15 MB-grey,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Stolica-a-15-mb-sivo.jpg,A15/MB MB-3,4,,Choose Option,grey,1,1,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,FOR119,Dečija radna stolica KIDY,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Dečija stolica Kidy, ulepšaće prve školske dane vaših mališana. Stolica za najmlađe, veselih boja i zanimljivog dizajna, sa gasnim amortizerom, Kidy predstavlja idealan poklon za đake prvake. Dostupna u velikom broju dezena.</p></div>",1,1,Dečije sobe>Radni stolovi i stolice,"Dečije sobe,Radni stolovi i stolice","https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-KIDY-Red.jpg,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-KIDY-Green.jpg,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-KIDY-Blue.jpg,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-KIDY-Black.jpg",,,https://matis.rs/product/decija-radna-stolica-kidy/,Choose Option,black|red|blue|green,1,1,,,Težina,5.5 kg,1,1,Širina (cm):,45,1,1,Dubina (cm):,40,1,1,Visina (cm):,74-84,1,1,Materijal sedišta:,Štof,1,1,Materijal naslona:,Mesh,1,1,Liftomat:,DA,1,1,Dezen:,"Crno, Crveno, Plavo, Zeleno",1,1,Vrsta artikla:,Kancelarijska stolica,1,1,Proizvođač:,Fortrade,1,1,Zemlja porekla:,Kina,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR119-black,Dečija radna stolica KIDY-black,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-KIDY-Black.jpg,FOR119,0,,Choose Option,black,1,1,6220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR119-red,Dečija radna stolica KIDY-red,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-KIDY-Red.jpg,FOR119,1,,Choose Option,red,1,1,6220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR119-blue,Dečija radna stolica KIDY-blue,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-KIDY-Blue.jpg,FOR119,2,,Choose Option,blue,1,1,6220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,FOR119-green,Dečija radna stolica KIDY-green,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-KIDY-Green.jpg,FOR119,3,,Choose Option,green,1,1,6220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,FOR142,Dečija radna stolica DISCO,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Dečija stolica Disko izradjena je od kvalitetnog mash platna u veselim bojama. Sa posebno dizajniranim anatomskim naslonom koji omogućava pravilno držanje ledja prilikom svakodnevnog korišćenja, postaće omiljeno mesto za boravak Vaših mališana. Dostupna u velikom broju dezena.</p></div>",1,1,Dečije sobe>Radni stolovi i stolice,"Dečije sobe,Radni stolovi i stolice","https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-DISCO-Red.jpg,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-DISCO-Orange.jpg,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-DISCO-Green.jpg,https://matis.rs/wp-content/uploads/2018/08/Childrens-Office-Chair-DISCO-Blue.jpg",,,https://matis.rs/product/decija-radna-stolica-disco/,Choose Option,red|orange|blue|green,1,1,,,Težina,-,1,1,Širina (cm):,57,1,1,Dubina (cm):,"54,5",1,1,Visina (cm):,87-97,1,1,Materijal sedišta:,Štof,1,1,Materijal naslona:,Mesh,1,1,Liftomat:,DA,1,1,Dezen:,"Crveno, Narandžasto, Plavo, Zeleno",1,1,Vrsta artikla:,Kancelarijska stolica,1,1,Proizvođač:,Fortrade,1,1,Zemlja porekla:,Kina,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
