Type,SKU,Name,Brand,Published,Is featured?,Visibility in catalog,Description,In stock?,Allow customer reviews?,Categories,Tags,images,Parent,Position,,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Regular Price,Sale Price,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Attribute 11 name,Attribute 11 value(s),Attribute 11 visible,Attribute 11 global,Attribute 12 name,Attribute 12 value(s),Attribute 12 visible,Attribute 12 global,Attribute 13 name,Attribute 13 value(s),Attribute 13 visible,Attribute 13 global,Attribute 14 name,Attribute 14 value(s),Attribute 14 visible,Attribute 14 global,Attribute 15 name,Attribute 15 value(s),Attribute 15 visible,Attribute 15 global,Attribute 16 name,Attribute 16 value(s),Attribute 16 visible,Attribute 16 global,Attribute 17 name,Attribute 17 value(s),Attribute 17 visible,Attribute 17 global,Attribute 18 name,Attribute 18 value(s),Attribute 18 visible,Attribute 18 global,Attribute 19 name,Attribute 19 value(s),Attribute 19 visible,Attribute 19 global,Attribute 20 name,Attribute 20 value(s),Attribute 20 visible,Attribute 20 global,Attribute 21 name,Attribute 21 value(s),Attribute 21 visible,Attribute 21 global,Attribute 22 name,Attribute 22 value(s),Attribute 22 visible,Attribute 22 global,Attribute 23 name,Attribute 23 value(s),Attribute 23 visible,Attribute 23 global,Attribute 24 name,Attribute 24 value(s),Attribute 24 visible,Attribute 24 global,Attribute 25 name,Attribute 25 value(s),Attribute 25 visible,Attribute 25 global,Attribute 26 name,Attribute 26 value(s),Attribute 26 visible,Attribute 26 global,Attribute 27 name,Attribute 27 value(s),Attribute 27 visible,Attribute 27 global,Attribute 28 name,Attribute 28 value(s),Attribute 28 visible,Attribute 28 global,Attribute 29 name,Attribute 29 value(s),Attribute 29 visible,Attribute 29 global,Attribute 30 name,Attribute 30 value(s),Attribute 30 visible,Attribute 30 global,Attribute 31 name,Attribute 31 value(s),Attribute 31 visible,Attribute 31 global,Attribute 32 name,Attribute 32 value(s),Attribute 32 visible,Attribute 32 global,Attribute 33 name,Attribute 33 value(s),Attribute 33 visible,Attribute 33 global
variation,KVH6036S59,Kuhinja IN MDF VH 60/36 S B-kasmir-sjaj,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-vh-60-36-s-kasmir-sjaj-2020.jpg,KVH6036S33,0,,Choose Option,kasmir-sjaj,1,1,"7.480,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,KVH6036S14,Kuhinja IN MDF VH 60/36 S B-white-gloss,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-vh-60-36-s-belo-sjaj-2020.jpg,KVH6036S33,1,,Choose Option,white-gloss,1,1,"7.480,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,KVH6036S33,Kuhinja IN MDF VH 60/36 S B-beige-gloss,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-vh-60-36-s-bez-sjaj-2020.jpg,KVH6036S33,2,,Choose Option,beige-gloss,1,1,"7.480,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,KV601V33,Kuhinja IN MDF V 60 1V,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Viseći element IN MDF V 60 1V, sa elegantnim oborenim ivicama, izrađen je od visokokvalitetnog medijapana, presvučenog PVC folijom. Vrhunski kvalitet izrade po standardima kompanije Matis koji garantuje trajnost, učiniće viseći element IN MDF V 60 1V centralnim delom vaše kuhinje. **NAPOMENA** Svi elementi iz programa Kuhinja IN MDF projektovani su tako da se mogu kombinovati u postavkama kuhinja sa bilo kojim drugim elementom Kuhinja IN MDF.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorija: <a href=""https://matis.rs/product-category/kuhinje-i-kuhinjski-elementi/kuhinje-in-mdf-frontovi-od-medijapana/"" rel=""tag"">Kuhinje IN MDF (frontovi od medijapana)</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/front-medijapan/"" rel=""tag"">front medijapan</a>, <a href=""https://matis.rs/product-tag/frontovi-od-medijapana/"" rel=""tag"">frontovi od medijapana</a>, <a href=""https://matis.rs/product-tag/in-mdf/"" rel=""tag"">IN MDF</a>, <a href=""https://matis.rs/product-tag/in-mdf-v-60/"" rel=""tag"">in mdf v 60</a>, <a href=""https://matis.rs/product-tag/in-mdf-v-60-1v/"" rel=""tag"">in mdf v 60 1v</a>, <a href=""https://matis.rs/product-tag/kuhinja/"" rel=""tag"">kuhinja</a>, <a href=""https://matis.rs/product-tag/kuhinja-in-mdf/"" rel=""tag"">kuhinja in mdf</a>, <a href=""https://matis.rs/product-tag/kuhinja-in-mdf-v-60/"" rel=""tag"">kuhinja in mdf v 60</a>, <a href=""https://matis.rs/product-tag/kuhinja-in-mdf-v-60-1v/"" rel=""tag"">kuhinja in mdf v 60 1v</a>, <a href=""https://matis.rs/product-tag/kuhinje/"" rel=""tag"">kuhinje</a>, <a href=""https://matis.rs/product-tag/kuhinje-in-mdf/"" rel=""tag"">kuhinje in mdf</a>, <a href=""https://matis.rs/product-tag/kujna/"" rel=""tag"">kujna</a>, <a href=""https://matis.rs/product-tag/kujne/"" rel=""tag"">kujne</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/mdf/"" rel=""tag"">mdf</a>, <a href=""https://matis.rs/product-tag/medijapan/"" rel=""tag"">medijapan</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/v-60/"" rel=""tag"">v 60</a>, <a href=""https://matis.rs/product-tag/v-60-1v/"" rel=""tag"">v 60 1v</a>, <a href=""https://matis.rs/product-tag/v60/"" rel=""tag"">v60</a>, <a href=""https://matis.rs/product-tag/v60-1v/"" rel=""tag"">v60 1v</a></span></div></div>",1,1,Kuhinje i kuhinjski elementi>Kuhinje IN MDF (frontovi od medijapana),"Kuhinje i kuhinjski elementi,Kuhinje IN MDF (frontovi od medijapana)","https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-v-60-1v-belo-sjaj-2020.jpg,https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-v-60-1v-bez-sjaj-2020.jpg,https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-v-60-1v-kasmir-sjaj-2020.jpg,https://matis.rs/wp-content/uploads/2020/06/tehnicki-crtez-in-mdf-v-60-1v.jpg",,,https://matis.rs/product/kuhinja-in-mdf-v-60-1v/,Choose Option,"kasmir-sjaj,white-gloss,beige-gloss",1,1,,,Širina (cm):,60,1,1,Dubina (cm):,31,1,1,Visina (cm):,72,1,1,Materijal fronta:,Medijapan – MDF,1,1,Materijal korpusa:,Univer,1,1,Debljina univera:,18,1,1,Debljina medijapana (mm):,19,1,1,Kant traka:,"Korpus – ABS 0,5 mm",1,1,Usporivači:,DA,1,1,Ručice:,Aluminijum,1,1,Broj polica:,2,1,1,Dezen:,"Kašmir sjaj, Belo sjaj, Bež sjaj",1,1,Vrsta artikla:,Kuhinja,1,1,Tip kuhinjskog elementa:,Viseći elementi,1,1,Proizvođač:,Matis,1,1,Dimenzije koleta (ŠxDxV):,"1/3: 29,5×11,5×72,5 cm, 2/3: 60×2,5×73 cm, 3/3: 13x9x19 cm",1,1,Težina koleta (kg):,"2/3: 7,7 kg, 3/3: 0, 5 kg, 1/3: 12,9 kg",1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,KV601V59,Kuhinja IN MDF V 60 1V-kasmir-sjaj,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-v-60-1v-kasmir-sjaj-2020.jpg,KV601V33,0,,Choose Option,kasmir-sjaj,1,1,"8.990,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,KV601V14,Kuhinja IN MDF V 60 1V-white-gloss,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-v-60-1v-belo-sjaj-2020.jpg,KV601V33,1,,Choose Option,white-gloss,1,1,"8.990,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,KV601V33,Kuhinja IN MDF V 60 1V-beige-gloss,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/kuhinja-in-mdf-v-60-1v-bez-sjaj-2020.jpg,KV601V33,2,,Choose Option,beige-gloss,1,1,"8.990,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,NAT 5099,Fotelja U264,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Ekskluzivna kožna fotelja proizvedena u EU. Presvučena je najfinijom kožom i ispunjena najkvalitetnijim materijalima. Elegancija i stil u jednom.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/garniture-i-kozne-garniture/kozne-garniture/"" rel=""tag"">Kožne garniture</a>, <a href=""https://matis.rs/product-category/softaly/"" rel=""tag"">Softaly</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/armchair/"" rel=""tag"">fotelja</a>, <a href=""https://matis.rs/product-tag/fotelja-u264/"" rel=""tag"">fotelja u264</a>, <a href=""https://matis.rs/product-tag/garnitura/"" rel=""tag"">garnitura</a>, <a href=""https://matis.rs/product-tag/garniture/"" rel=""tag"">garniture</a>, <a href=""https://matis.rs/product-tag/koza/"" rel=""tag"">koza</a>, <a href=""https://matis.rs/product-tag/kozna/"" rel=""tag"">kozna</a>, <a href=""https://matis.rs/product-tag/kozna-garnitura/"" rel=""tag"">kozna garnitura</a>, <a href=""https://matis.rs/product-tag/kozne/"" rel=""tag"">kozne</a>, <a href=""https://matis.rs/product-tag/kozne-garniture/"" rel=""tag"">kozne garniture</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/tdf-u264/"" rel=""tag"">TDF U264</a>, <a href=""https://matis.rs/product-tag/u264/"" rel=""tag"">u264</a>, <a href=""https://matis.rs/product-tag/u264-fotelja/"" rel=""tag"">u264 fotelja</a></span></div></div>",1,1,Garniture i kožne garniture>Kožne garniture,"Garniture i kožne garniture,Kožne garniture","https://matis.rs/wp-content/uploads/2020/06/fotelja-u264.jpg,https://matis.rs/wp-content/uploads/2024/02/Fotelja-U264-Bez.jpg",,,https://matis.rs/product/fotelja-u264/,Choose Option,"beige,brown",1,1,,,Širina (cm):,94,1,1,Dubina (cm):,97,1,1,Visina (cm):,81,1,1,Visina sedišta (cm):,48,1,1,Materijal konstrukcije:,Puno drvo,1,1,Materijal sedišta:,Koža,1,1,Materijal naslona:,Koža,1,1,Dezen:,"Bež, Braon",1,1,Funkcija za spavanje:,NE,1,1,Kutija za posteljinu:,NE,1,1,Vrsta artikla:,Fotelja,1,1,Proizvođač:,Natuzzi,1,1,Zemlja porekla:,Italija,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,NAT 512,Fotelja U264-beige,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2024/02/Fotelja-U264-Bez.jpg,NAT 5099,0,,Choose Option,beige,1,1,"58.090,00 RSD ","52.281,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,NAT 5099,Fotelja U264-brown,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/fotelja-u264.jpg,NAT 5099,1,,Choose Option,brown,1,1,"58.090,00 RSD ","52.281,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,NAT 508,Dvosed U264,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Ekskluzivna kožna TDF garnitura proizvedena u EU. Presvučena je najfinijom kožom i ispunjena najkvalitetnijim materijalima. Elegancija i stil u jednom.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/garniture-i-kozne-garniture/kozne-garniture/"" rel=""tag"">Kožne garniture</a>, <a href=""https://matis.rs/product-category/softaly/"" rel=""tag"">Softaly</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/dvosed/"" rel=""tag"">dvosed</a>, <a href=""https://matis.rs/product-tag/dvosed-u264/"" rel=""tag"">dvosed u264</a>, <a href=""https://matis.rs/product-tag/dvosedi/"" rel=""tag"">dvosedi</a>, <a href=""https://matis.rs/product-tag/garnitura/"" rel=""tag"">garnitura</a>, <a href=""https://matis.rs/product-tag/garniture/"" rel=""tag"">garniture</a>, <a href=""https://matis.rs/product-tag/koza/"" rel=""tag"">koza</a>, <a href=""https://matis.rs/product-tag/kozna/"" rel=""tag"">kozna</a>, <a href=""https://matis.rs/product-tag/kozna-garnitura/"" rel=""tag"">kozna garnitura</a>, <a href=""https://matis.rs/product-tag/kozne/"" rel=""tag"">kozne</a>, <a href=""https://matis.rs/product-tag/kozne-garniture/"" rel=""tag"">kozne garniture</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/tdf-u264/"" rel=""tag"">TDF U264</a>, <a href=""https://matis.rs/product-tag/u264/"" rel=""tag"">u264</a>, <a href=""https://matis.rs/product-tag/u264-dvosed/"" rel=""tag"">u264 dvosed</a></span></div></div>",1,1,Garniture i kožne garniture>Kožne garniture,"Garniture i kožne garniture,Kožne garniture","https://matis.rs/wp-content/uploads/2020/06/dvosed-u264.jpg,https://matis.rs/wp-content/uploads/2024/02/Dvosed-U264-Bez.jpg",,,https://matis.rs/product/dvosed-u264/,Choose Option,"beige,brown",1,1,,,Širina (cm):,160,1,1,Dubina (cm):,97,1,1,Visina (cm):,81,1,1,Visina sedišta (cm):,48,1,1,Materijal konstrukcije:,Puno drvo,1,1,Materijal sedišta:,Koža,1,1,Materijal naslona:,Koža,1,1,Dezen:,"Bež, Braon",1,1,Funkcija za spavanje:,NE,1,1,Kutija za posteljinu:,NE,1,1,Vrsta artikla:,Dvosed,1,1,Proizvođač:,Natuzzi,1,1,Zemlja porekla:,Italija,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,NAT 511,Dvosed U264-beige,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2024/02/Dvosed-U264-Bez.jpg,NAT 508,0,,Choose Option,beige,1,1,"82.990,00 RSD ","74.691,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,NAT 508,Dvosed U264-brown,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/dvosed-u264.jpg,NAT 508,1,,Choose Option,brown,1,1,"82.990,00 RSD ","74.691,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,NAT 507,Trosed U264,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Ekskluzivna kožna TDF garnitura proizvedena u EU. Presvučena je najfinijom kožom i ispunjena najkvalitetnijim materijalima. Elegancija i stil u jednom.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/garniture-i-kozne-garniture/kozne-garniture/"" rel=""tag"">Kožne garniture</a>, <a href=""https://matis.rs/product-category/softaly/"" rel=""tag"">Softaly</a></span><span class=""tagged_as"">Oznaka: <a href=""https://matis.rs/product-tag/garnitura/"" rel=""tag"">garnitura</a>, <a href=""https://matis.rs/product-tag/garniture/"" rel=""tag"">garniture</a>, <a href=""https://matis.rs/product-tag/koza/"" rel=""tag"">koza</a>, <a href=""https://matis.rs/product-tag/kozna/"" rel=""tag"">kozna</a>, <a href=""https://matis.rs/product-tag/kozna-garnitura/"" rel=""tag"">kozna garnitura</a>, <a href=""https://matis.rs/product-tag/kozne/"" rel=""tag"">kozne</a>, <a href=""https://matis.rs/product-tag/kozne-garniture/"" rel=""tag"">kozne garniture</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/tdf/"" rel=""tag"">tdf</a>, <a href=""https://matis.rs/product-tag/tdf-garnitura/"" rel=""tag"">tdf garnitura</a>, <a href=""https://matis.rs/product-tag/tdf-garniture/"" rel=""tag"">tdf garniture</a>, <a href=""https://matis.rs/product-tag/tdf-u264/"" rel=""tag"">TDF U264</a>, <a href=""https://matis.rs/product-tag/trosed/"" rel=""tag"">trosed</a>, <a href=""https://matis.rs/product-tag/trosed-u264/"" rel=""tag"">trosed u264</a>, <a href=""https://matis.rs/product-tag/trosedi/"" rel=""tag"">trosedi</a>, <a href=""https://matis.rs/product-tag/u264/"" rel=""tag"">u264</a>, <a href=""https://matis.rs/product-tag/u264-trosed/"" rel=""tag"">u264 trosed</a></span></div></div>",1,1,Garniture i kožne garniture>Kožne garniture,"Garniture i kožne garniture,Kožne garniture","https://matis.rs/wp-content/uploads/2020/06/trosed-u264.jpg,https://matis.rs/wp-content/uploads/2024/02/Trosed-U264-Bez-1.jpg",,,https://matis.rs/product/trosed-u264/,Choose Option,"beige,brown",1,1,,,Širina (cm):,222,1,1,Dubina (cm):,97,1,1,Visina (cm):,81,1,1,Visina sedišta (cm):,48,1,1,Materijal konstrukcije:,Puno drvo,1,1,Materijal sedišta:,Koža,1,1,Materijal naslona:,Koža,1,1,Dezen:,"Bež, Braon",1,1,Funkcija za spavanje:,DA,1,1,Površina za spavanje:,160×190,1,1,Kutija za posteljinu:,NE,1,1,Vrsta artikla:,Trosed,1,1,Proizvođač:,Natuzzi,1,1,Zemlja porekla:,Italija,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,NAT 510,Trosed U264-beige,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2024/02/Trosed-U264-Bez-1.jpg,NAT 507,0,,Choose Option,beige,1,1,"193.190,00 RSD ","173.871,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,NAT 507,Trosed U264-brown,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/trosed-u264.jpg,NAT 507,1,,Choose Option,brown,1,1,"193.190,00 RSD ","173.871,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable,NAT 498,Fotelja Z240,Matis,1,0,visible,"<div aria-labelledby=""tab-title-description"" class=""woocommerce-Tabs-panel woocommerce-Tabs-panel--description panel entry-content wc-tab"" id=""tab-description"" role=""tabpanel"" style=""display: block;""><div class=""electro-description clearfix""><p>Ekskluzivna kožna fotelja proizvedena u EU. Presvučena je najfinijom kožom i ispunjena najkvalitetnijim materijalima. Elegancija i stil u jednom.</p></div><div class=""product_meta""><span class=""sku_wrapper"">Šifra proizvoda: <span class=""sku"">-</span></span><span class=""posted_in"">Kategorije: <a href=""https://matis.rs/product-category/garniture-i-kozne-garniture/kozne-garniture/"" rel=""tag"">Kožne garniture</a>, <a href=""https://matis.rs/product-category/softaly/"" rel=""tag"">Softaly</a></span><span class=""tagged_as"">Oznake: <a href=""https://matis.rs/product-tag/armchair/"" rel=""tag"">fotelja</a>, <a href=""https://matis.rs/product-tag/fotelja-z240/"" rel=""tag"">fotelja z240</a>, <a href=""https://matis.rs/product-tag/garnitura/"" rel=""tag"">garnitura</a>, <a href=""https://matis.rs/product-tag/garniture/"" rel=""tag"">garniture</a>, <a href=""https://matis.rs/product-tag/koza/"" rel=""tag"">koza</a>, <a href=""https://matis.rs/product-tag/kozna/"" rel=""tag"">kozna</a>, <a href=""https://matis.rs/product-tag/kozna-garnitura/"" rel=""tag"">kozna garnitura</a>, <a href=""https://matis.rs/product-tag/kozne/"" rel=""tag"">kozne</a>, <a href=""https://matis.rs/product-tag/kozne-garniture/"" rel=""tag"">kozne garniture</a>, <a href=""https://matis.rs/product-tag/matis/"" rel=""tag"">matis</a>, <a href=""https://matis.rs/product-tag/matis-group/"" rel=""tag"">matis group</a>, <a href=""https://matis.rs/product-tag/matis-namestaj/"" rel=""tag"">matis namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj/"" rel=""tag"">namestaj</a>, <a href=""https://matis.rs/product-tag/namestaj-matis/"" rel=""tag"">namestaj matis</a>, <a href=""https://matis.rs/product-tag/z240/"" rel=""tag"">z240</a>, <a href=""https://matis.rs/product-tag/z240-fotelja/"" rel=""tag"">z240 fotelja</a></span></div></div>",1,1,Garniture i kožne garniture>Kožne garniture,"Garniture i kožne garniture,Kožne garniture","https://matis.rs/wp-content/uploads/2020/06/fotelja-z240.jpg,https://matis.rs/wp-content/uploads/2024/02/Fotelja-Z240-Braon.jpg",,,https://matis.rs/product/fotelja-z240/,Choose Option,"beige,brown",1,1,,,Širina (cm):,116,1,1,Dubina (cm):,94,1,1,Visina (cm):,95,1,1,Visina sedišta (cm):,47,1,1,Materijal konstrukcije:,Puno drvo,1,1,Materijal sedišta:,Koža,1,1,Materijal naslona:,Koža,1,1,Dezen:,"Bež, Braon",1,1,Funkcija za spavanje:,NE,1,1,Kutija za posteljinu:,NE,1,1,Vrsta artikla:,Fotelja,1,1,Proizvođač:,Natuzzi,1,1,Zemlja porekla:,Italija,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,NAT 495,Fotelja Z240-beige,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2020/06/fotelja-z240.jpg,NAT 498,0,,Choose Option,beige,1,1,"60.090,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variation,NAT 498,Fotelja Z240-brown,,1,0,visible,,1,1,,,https://matis.rs/wp-content/uploads/2024/02/Fotelja-Z240-Braon.jpg,NAT 498,1,,Choose Option,brown,1,1,"60.090,00 RSD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
